latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-7.8383126,112.020454,70.0,25200,Asia/Jakarta,GMT+7

time,temperature_2m_mean (°C),precipitation_sum (mm),relative_humidity_2m_mean (%)
2019-02-02,25.3,7.20,89
2019-02-03,26.3,0.70,87
2019-02-04,25.6,7.30,88
2019-02-05,25.2,2.40,88
2019-02-06,25.4,0.70,89
2019-02-07,26.4,2.30,87
2019-02-08,25.5,26.70,90
2019-02-09,26.4,2.50,83
2019-02-10,25.8,19.30,88
2019-02-11,26.3,5.30,85
2019-02-12,25.9,5.80,88
2019-02-13,26.1,9.80,88
2019-02-14,26.3,4.10,87
2019-02-15,25.9,14.60,89
2019-02-16,25.9,36.40,88
2019-02-17,26.6,6.20,84
2019-02-18,26.1,2.20,86
2019-02-19,26.0,8.40,89
2019-02-20,26.0,12.50,90
2019-02-21,26.1,7.40,87
2019-02-22,26.2,7.20,87
2019-02-23,26.1,7.20,88
2019-02-24,26.3,14.00,88
2019-02-25,26.6,15.70,87
2019-02-26,27.5,1.30,82
2019-02-27,27.0,17.90,85
2019-02-28,26.8,2.90,88
2019-03-01,26.3,15.60,89
2019-03-02,26.0,15.00,90
2019-03-03,26.0,7.90,89
2019-03-04,26.1,31.70,89
2019-03-05,25.8,29.20,90
2019-03-06,24.6,19.50,94
2019-03-07,24.1,23.50,91
2019-03-08,25.2,1.20,81
2019-03-09,25.9,6.60,81
2019-03-10,25.8,31.00,87
2019-03-11,26.7,0.60,84
2019-03-12,26.3,5.40,87
2019-03-13,25.9,5.90,88
2019-03-14,26.8,0.70,84
2019-03-15,25.4,2.80,87
2019-03-16,26.1,2.20,85
2019-03-17,25.2,12.40,90
2019-03-18,25.5,4.20,88
2019-03-19,25.2,20.80,90
2019-03-20,25.5,11.60,90
2019-03-21,25.5,8.30,90
2019-03-22,25.6,16.30,90
2019-03-23,24.5,23.20,93
2019-03-24,25.1,13.10,92
2019-03-25,25.7,18.00,89
2019-03-26,25.9,20.50,89
2019-03-27,26.6,1.80,86
2019-03-28,26.1,10.60,89
2019-03-29,26.6,0.00,82
2019-03-30,26.8,0.40,80
2019-03-31,26.8,1.80,83
2019-04-01,26.6,2.30,84
2019-04-02,26.4,1.30,83
2019-04-03,26.5,1.80,83
2019-04-04,26.1,11.90,87
2019-04-05,25.9,17.10,89
2019-04-06,25.9,8.90,89
2019-04-07,26.3,3.70,88
2019-04-08,26.7,2.90,87
2019-04-09,26.7,6.00,87
2019-04-10,26.5,15.40,90
2019-04-11,26.3,6.00,88
2019-04-12,26.9,2.90,83
2019-04-13,26.1,11.70,91
2019-04-14,26.4,5.00,88
2019-04-15,26.4,9.00,88
2019-04-16,26.2,15.60,90
2019-04-17,26.7,7.50,88
2019-04-18,26.7,3.00,87
2019-04-19,26.9,2.40,85
2019-04-20,27.0,2.70,82
2019-04-21,27.2,0.80,81
2019-04-22,27.1,2.50,83
2019-04-23,27.2,2.30,81
2019-04-24,27.4,1.00,79
2019-04-25,27.2,0.60,79
2019-04-26,27.1,0.60,80
2019-04-27,26.7,3.40,84
2019-04-28,26.2,23.80,88
2019-04-29,25.8,17.40,91
2019-04-30,26.4,5.20,86
2019-05-01,26.2,6.40,87
2019-05-02,26.2,8.10,87
2019-05-03,26.7,0.30,83
2019-05-04,26.8,0.00,81
2019-05-05,26.5,0.60,84
2019-05-06,26.7,1.50,85
2019-05-07,26.7,2.70,83
2019-05-08,27.1,0.00,78
2019-05-09,26.3,0.90,79
2019-05-10,26.3,0.40,78
2019-05-11,26.7,0.20,75
2019-05-12,26.6,0.00,75
2019-05-13,26.5,0.20,78
2019-05-14,27.3,0.40,77
2019-05-15,27.2,0.40,80
2019-05-16,26.6,0.00,79
2019-05-17,26.1,0.00,77
2019-05-18,26.3,0.00,73
2019-05-19,26.5,0.00,73
2019-05-20,27.0,0.00,76
2019-05-21,27.1,0.00,76
2019-05-22,27.2,0.00,75
2019-05-23,26.9,2.30,78
2019-05-24,27.1,0.40,72
2019-05-25,26.6,0.00,73
2019-05-26,27.1,0.10,75
2019-05-27,27.1,1.10,76
2019-05-28,27.3,0.80,76
2019-05-29,27.3,1.00,73
2019-05-30,27.3,0.00,68
2019-05-31,26.7,0.30,69
2019-06-01,26.5,0.00,70
2019-06-02,26.3,0.00,73
2019-06-03,26.2,0.00,75
2019-06-04,26.9,0.30,75
2019-06-05,26.9,0.00,79
2019-06-06,27.5,0.00,76
2019-06-07,26.7,0.30,78
2019-06-08,26.0,0.00,74
2019-06-09,25.7,0.00,77
2019-06-10,26.5,0.00,73
2019-06-11,26.7,0.00,72
2019-06-12,27.0,0.30,71
2019-06-13,26.6,1.30,75
2019-06-14,26.2,2.90,81
2019-06-15,26.5,0.00,76
2019-06-16,25.9,0.00,73
2019-06-17,25.9,0.00,70
2019-06-18,25.7,0.00,76
2019-06-19,25.4,0.00,74
2019-06-20,24.9,0.00,73
2019-06-21,25.0,0.00,73
2019-06-22,25.5,0.00,72
2019-06-23,25.3,0.00,74
2019-06-24,25.7,0.00,69
2019-06-25,26.0,0.00,72
2019-06-26,26.0,0.00,74
2019-06-27,25.4,0.00,70
2019-06-28,25.1,0.00,68
2019-06-29,25.3,0.00,61
2019-06-30,24.7,0.00,71
2019-07-01,25.4,0.00,69
2019-07-02,26.3,0.00,72
2019-07-03,26.9,0.60,74
2019-07-04,26.4,5.50,80
2019-07-05,25.8,1.10,82
2019-07-06,26.0,0.00,74
2019-07-07,25.9,0.00,72
2019-07-08,25.4,0.00,71
2019-07-09,25.2,0.00,70
2019-07-10,25.7,0.00,70
2019-07-11,25.7,0.10,71
2019-07-12,25.8,0.00,70
2019-07-13,25.5,0.00,66
2019-07-14,25.3,0.00,64
2019-07-15,25.6,0.00,65
2019-07-16,25.3,0.00,67
2019-07-17,25.2,0.00,68
2019-07-18,25.9,0.30,72
2019-07-19,26.0,1.40,75
2019-07-20,26.3,0.80,76
2019-07-21,25.5,0.20,74
2019-07-22,25.4,0.00,73
2019-07-23,25.7,0.20,74
2019-07-24,25.5,0.00,72
2019-07-25,26.0,0.00,70
2019-07-26,26.0,0.00,72
2019-07-27,25.7,0.00,74
2019-07-28,25.3,0.00,70
2019-07-29,25.3,0.00,72
2019-07-30,25.8,0.10,72
2019-07-31,25.5,0.00,71
2019-08-01,25.7,0.00,72
2019-08-02,26.1,0.00,69
2019-08-03,25.7,0.00,65
2019-08-04,25.4,0.00,61
2019-08-05,24.6,0.00,66
2019-08-06,24.6,0.00,67
2019-08-07,24.6,0.00,69
2019-08-08,25.1,0.00,71
2019-08-09,25.5,0.00,69
2019-08-10,25.8,0.00,68
2019-08-11,25.7,0.00,71
2019-08-12,26.4,0.00,69
2019-08-13,27.1,0.00,71
2019-08-14,27.0,0.30,71
2019-08-15,26.7,0.60,72
2019-08-16,26.0,0.00,69
2019-08-17,26.0,0.00,66
2019-08-18,25.7,0.00,66
2019-08-19,25.5,0.00,67
2019-08-20,26.1,0.00,67
2019-08-21,26.4,0.00,70
2019-08-22,26.6,0.20,70
2019-08-23,25.9,0.00,69
2019-08-24,25.7,0.00,70
2019-08-25,25.8,0.00,72
2019-08-26,25.7,0.00,73
2019-08-27,25.9,0.00,67
2019-08-28,25.6,0.00,69
2019-08-29,26.3,0.00,68
2019-08-30,26.1,0.10,69
2019-08-31,25.9,0.30,68
2019-09-01,25.7,0.00,68
2019-09-02,25.9,0.00,70
2019-09-03,25.5,0.00,70
2019-09-04,25.6,0.00,67
2019-09-05,25.2,0.00,66
2019-09-06,25.3,0.00,69
2019-09-07,25.8,0.00,70
2019-09-08,26.2,0.00,70
2019-09-09,26.9,0.10,67
2019-09-10,26.3,0.00,70
2019-09-11,26.1,0.00,67
2019-09-12,25.5,0.00,63
2019-09-13,25.6,0.00,65
2019-09-14,26.4,0.00,65
2019-09-15,26.6,0.00,66
2019-09-16,26.8,0.10,68
2019-09-17,27.2,0.10,66
2019-09-18,26.7,0.00,68
2019-09-19,26.2,0.00,67
2019-09-20,26.2,0.20,69
2019-09-21,26.2,0.00,69
2019-09-22,26.4,0.20,69
2019-09-23,26.7,0.10,67
2019-09-24,27.5,0.40,68
2019-09-25,27.8,0.30,68
2019-09-26,27.5,0.40,69
2019-09-27,27.1,0.00,69
2019-09-28,27.3,0.20,71
2019-09-29,27.1,0.40,71
2019-09-30,27.1,0.20,66
2019-10-01,26.8,0.00,67
2019-10-02,27.5,0.60,69
2019-10-03,27.9,0.30,70
2019-10-04,27.5,0.40,66
2019-10-05,26.9,0.10,65
2019-10-06,27.3,0.30,68
2019-10-07,27.7,0.00,68
2019-10-08,27.6,0.00,66
2019-10-09,28.0,0.00,66
2019-10-10,28.3,0.20,66
2019-10-11,28.9,0.10,63
2019-10-12,28.2,0.20,65
2019-10-13,27.8,0.40,67
2019-10-14,27.8,0.10,69
2019-10-15,27.7,1.90,68
2019-10-16,27.7,0.00,67
2019-10-17,27.6,0.00,66
2019-10-18,27.9,0.20,67
2019-10-19,28.2,0.70,68
2019-10-20,28.2,0.20,69
2019-10-21,29.0,0.00,66
2019-10-22,28.6,0.30,64
2019-10-23,28.7,0.50,66
2019-10-24,28.3,0.40,66
2019-10-25,28.4,0.30,67
2019-10-26,28.2,0.00,67
2019-10-27,28.5,0.00,65
2019-10-28,28.3,0.10,68
2019-10-29,28.3,0.10,66
2019-10-30,28.5,0.10,65
2019-10-31,28.9,0.40,65
2019-11-01,27.4,1.20,74
2019-11-02,25.3,23.20,86
2019-11-03,26.7,1.30,76
2019-11-04,27.3,0.30,72
2019-11-05,27.6,0.00,71
2019-11-06,27.4,0.00,69
2019-11-07,27.3,0.00,69
2019-11-08,28.0,1.10,69
2019-11-09,28.2,0.80,71
2019-11-10,28.9,0.20,67
2019-11-11,28.6,2.10,71
2019-11-12,28.6,2.00,71
2019-11-13,28.7,1.90,72
2019-11-14,28.4,5.40,75
2019-11-15,28.4,0.00,70
2019-11-16,28.2,0.40,69
2019-11-17,28.9,0.10,69
2019-11-18,29.1,0.10,70
2019-11-19,29.2,0.00,70
2019-11-20,28.6,0.60,71
2019-11-21,28.7,0.20,67
2019-11-22,28.9,0.10,65
2019-11-23,29.4,0.10,66
2019-11-24,29.0,0.50,70
2019-11-25,29.0,2.70,70
2019-11-26,29.5,0.20,65
2019-11-27,29.2,0.60,65
2019-11-28,29.3,1.80,65
2019-11-29,29.3,6.80,70
2019-11-30,28.1,3.80,76
2019-12-01,28.6,0.70,74
2019-12-02,29.0,1.50,74
2019-12-03,29.2,1.30,70
2019-12-04,29.6,1.70,69
2019-12-05,28.2,14.40,77
2019-12-06,27.6,62.90,83
2019-12-07,27.3,17.10,83
2019-12-08,27.9,2.00,79
2019-12-09,28.0,21.50,80
2019-12-10,27.7,12.30,79
2019-12-11,27.3,14.90,80
2019-12-12,27.3,14.10,81
2019-12-13,26.5,67.10,86
2019-12-14,26.5,15.70,85
2019-12-15,26.2,4.70,86
2019-12-16,26.2,33.80,88
2019-12-17,26.2,2.50,88
2019-12-18,26.9,6.30,85
2019-12-19,27.2,10.50,84
2019-12-20,27.8,2.70,81
2019-12-21,27.8,3.00,82
2019-12-22,27.2,1.70,83
2019-12-23,27.0,6.60,83
2019-12-24,27.3,10.10,83
2019-12-25,26.9,14.80,86
2019-12-26,26.9,4.90,84
2019-12-27,26.2,26.50,88
2019-12-28,26.8,14.50,85
2019-12-29,27.1,20.70,86
2019-12-30,26.8,8.10,89
2019-12-31,26.8,2.70,88
2020-01-01,25.3,14.90,93
2020-01-02,25.8,18.00,89
2020-01-03,26.0,5.80,86
2020-01-04,25.5,5.30,89
2020-01-05,26.2,10.50,88
2020-01-06,25.2,19.50,93
2020-01-07,24.9,11.00,91
2020-01-08,25.0,16.70,91
2020-01-09,26.1,8.70,87
2020-01-10,26.0,3.60,87
2020-01-11,25.7,7.50,86
2020-01-12,26.6,0.90,80
2020-01-13,26.2,1.20,83
2020-01-14,26.6,26.50,85
2020-01-15,26.7,22.00,85
2020-01-16,27.5,0.10,81
2020-01-17,27.4,0.10,78
2020-01-18,27.9,0.00,74
2020-01-19,27.9,0.10,76
2020-01-20,27.4,33.80,82
2020-01-21,26.8,19.00,87
2020-01-22,27.0,1.00,84
2020-01-23,27.1,1.60,85
2020-01-24,27.3,3.90,85
2020-01-25,26.9,27.90,87
2020-01-26,26.6,18.10,87
2020-01-27,26.5,8.00,88
2020-01-28,27.5,3.00,85
2020-01-29,27.3,4.70,86
2020-01-30,25.7,16.90,91
2020-01-31,26.1,1.60,87
2020-02-01,26.1,9.30,88
2020-02-02,26.0,3.90,89
2020-02-03,26.2,5.90,88
2020-02-04,27.2,2.60,83
2020-02-05,27.2,1.10,84
2020-02-06,26.7,3.40,85
2020-02-07,25.7,15.40,91
2020-02-08,26.7,11.20,87
2020-02-09,25.3,14.20,90
2020-02-10,26.1,2.10,87
2020-02-11,25.9,6.90,88
2020-02-12,25.9,13.30,91
2020-02-13,26.6,4.40,88
2020-02-14,26.3,14.00,89
2020-02-15,26.2,4.10,89
2020-02-16,26.4,41.00,89
2020-02-17,25.2,13.60,90
2020-02-18,25.4,15.80,89
2020-02-19,25.1,16.80,92
2020-02-20,25.3,21.60,93
2020-02-21,25.7,26.20,90
2020-02-22,26.2,3.60,88
2020-02-23,26.4,3.80,89
2020-02-24,26.6,10.50,90
2020-02-25,25.9,11.10,93
2020-02-26,25.7,7.60,90
2020-02-27,26.1,9.90,91
2020-02-28,25.8,4.60,90
2020-02-29,25.4,21.00,93
2020-03-01,25.7,6.90,93
2020-03-02,26.6,14.80,90
2020-03-03,26.7,1.70,89
2020-03-04,26.4,11.30,90
2020-03-05,26.1,3.50,88
2020-03-06,26.0,5.50,85
