latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-8.119508,112.17279,173.0,25200,Asia/Jakarta,GMT+7

time,temperature_2m_mean (°C),precipitation_sum (mm),relative_humidity_2m_mean (%)
2019-09-15,24.9,0.30,72
2019-09-16,24.7,0.00,76
2019-09-17,25.3,0.10,73
2019-09-18,25.1,0.00,74
2019-09-19,24.7,0.00,72
2019-09-20,25.0,0.10,74
2019-09-21,25.1,0.00,73
2019-09-22,25.1,0.00,73
2019-09-23,25.3,0.00,71
2019-09-24,26.2,0.30,72
2019-09-25,26.4,0.00,72
2019-09-26,26.0,1.80,74
2019-09-27,25.9,0.10,74
2019-09-28,26.0,0.30,75
2019-09-29,25.7,0.90,76
2019-09-30,25.5,0.00,74
2019-10-01,25.2,0.00,74
2019-10-02,26.0,1.00,75
2019-10-03,26.3,1.30,75
2019-10-04,25.7,0.00,75
2019-10-05,24.8,0.00,74
2019-10-06,25.5,1.00,76
2019-10-07,26.3,0.20,74
2019-10-08,26.0,0.20,74
2019-10-09,26.0,0.00,74
2019-10-10,26.6,0.60,73
2019-10-11,27.0,0.30,71
2019-10-12,26.2,0.10,74
2019-10-13,26.0,0.60,77
2019-10-14,25.9,2.70,79
2019-10-15,26.0,2.10,77
2019-10-16,26.1,0.10,74
2019-10-17,25.6,0.00,74
2019-10-18,25.8,0.00,76
2019-10-19,26.2,0.20,75
2019-10-20,26.5,1.50,75
2019-10-21,27.3,0.90,73
2019-10-22,26.4,0.00,76
2019-10-23,26.4,0.20,77
2019-10-24,26.2,0.00,75
2019-10-25,26.6,0.90,75
2019-10-26,26.5,0.30,75
2019-10-27,26.6,0.00,73
2019-10-28,26.5,1.30,76
2019-10-29,26.3,0.50,75
2019-10-30,26.5,0.10,74
2019-10-31,27.0,0.90,75
2019-11-01,25.7,2.40,82
2019-11-02,23.9,21.70,92
2019-11-03,25.0,1.50,84
2019-11-04,25.3,1.70,81
2019-11-05,25.6,0.60,79
2019-11-06,25.3,0.30,78
2019-11-07,25.5,0.00,77
2019-11-08,26.2,0.80,78
2019-11-09,26.2,2.00,81
2019-11-10,26.8,1.70,78
2019-11-11,26.8,1.30,79
2019-11-12,27.1,3.00,77
2019-11-13,27.2,12.00,79
2019-11-14,27.0,5.60,81
2019-11-15,26.4,0.30,79
2019-11-16,26.2,0.20,77
2019-11-17,27.1,2.00,76
2019-11-18,27.1,0.60,79
2019-11-19,27.2,0.30,77
2019-11-20,26.8,1.10,78
2019-11-21,27.0,1.50,73
2019-11-22,26.9,1.10,73
2019-11-23,27.3,1.40,74
2019-11-24,26.9,3.00,80
2019-11-25,27.2,2.80,78
2019-11-26,27.3,0.00,74
2019-11-27,27.3,0.70,73
2019-11-28,27.6,1.90,73
2019-11-29,27.8,1.00,75
2019-11-30,26.7,14.00,82
2019-12-01,27.0,2.80,81
2019-12-02,27.5,0.70,79
2019-12-03,27.5,0.00,73
2019-12-04,27.8,0.20,74
2019-12-05,27.2,7.50,78
2019-12-06,26.5,15.00,82
2019-12-07,26.5,13.40,83
2019-12-08,27.1,1.40,83
2019-12-09,27.5,2.00,81
2019-12-10,27.0,3.00,80
2019-12-11,26.5,2.80,84
2019-12-12,26.5,9.30,83
2019-12-13,26.0,17.50,85
2019-12-14,25.5,26.80,86
2019-12-15,25.2,13.10,91
2019-12-16,25.3,5.00,89
2019-12-17,25.0,4.70,93
2019-12-18,25.5,13.10,88
2019-12-19,26.1,9.40,86
2019-12-20,26.4,0.90,86
2019-12-21,27.0,3.10,84
2019-12-22,26.0,2.50,88
2019-12-23,25.7,6.40,89
2019-12-24,26.4,5.50,85
2019-12-25,26.0,7.40,89
2019-12-26,25.6,5.60,89
2019-12-27,25.7,21.90,88
2019-12-28,25.7,14.00,88
2019-12-29,25.9,11.40,87
2019-12-30,26.2,6.90,88
2019-12-31,25.7,10.50,92
2020-01-01,25.4,5.30,88
2020-01-02,26.0,19.60,86
2020-01-03,25.7,13.60,86
2020-01-04,25.2,17.80,89
2020-01-05,25.3,12.10,91
2020-01-06,25.0,13.30,92
2020-01-07,25.2,12.70,89
2020-01-08,25.0,13.60,91
2020-01-09,25.2,3.90,90
2020-01-10,25.4,3.20,85
2020-01-11,24.7,17.00,90
2020-01-12,25.6,3.60,85
2020-01-13,25.8,1.00,85
2020-01-14,26.4,3.00,83
2020-01-15,26.1,3.60,85
2020-01-16,25.9,1.00,87
2020-01-17,25.7,0.00,83
2020-01-18,25.9,0.00,79
2020-01-19,26.0,0.30,81
2020-01-20,26.0,1.70,83
2020-01-21,26.4,2.90,84
2020-01-22,26.0,8.30,88
2020-01-23,26.4,2.20,86
2020-01-24,26.5,4.20,84
2020-01-25,26.3,2.10,85
2020-01-26,26.0,11.10,87
2020-01-27,26.2,2.60,86
2020-01-28,26.4,5.40,87
2020-01-29,26.1,20.00,88
2020-01-30,25.2,16.60,91
2020-01-31,26.1,1.50,83
2020-02-01,25.7,5.60,86
2020-02-02,25.2,11.80,91
2020-02-03,25.5,1.90,90
2020-02-04,26.0,1.00,86
2020-02-05,25.8,2.20,87
2020-02-06,26.0,3.50,88
2020-02-07,25.7,9.40,89
2020-02-08,26.4,3.10,85
2020-02-09,24.7,22.10,92
2020-02-10,25.7,7.70,87
2020-02-11,25.6,4.40,89
2020-02-12,25.4,18.60,90
2020-02-13,25.9,41.40,88
2020-02-14,25.5,15.10,91
2020-02-15,25.3,19.50,93
2020-02-16,25.7,6.90,91
2020-02-17,25.3,25.60,90
2020-02-18,25.6,3.10,87
2020-02-19,25.0,13.50,88
2020-02-20,24.9,13.80,90
2020-02-21,25.4,26.10,89
2020-02-22,25.7,14.60,90
2020-02-23,26.1,4.80,88
2020-02-24,26.3,3.40,86
2020-02-25,25.8,14.10,89
